id,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
21,0.0,0.0,0.000385297158895,0.0,2.62728542082e-05,0.0,0.0,2.83125707814e-05,0.0,0.0,0.0,5.92922677959e-05,5.14485685977e-08,3.22027362587e-05,0.000132150364162,1.96923702229e-06,0.0,2.30673310753e-08,0.0,1.86090371303e-06,0.000378526539454,0.0,1.54773052147e-08,0.0,2.68242492028e-06,6.19211651861e-06,0.0,0.0,0.000243734304988,9.26419910704e-05,0.0,0.0,3.80579336655e-05,0.00116630293093,0.0,5.4573119975e-08,0.0,0.000142790721735,0.0,0.0,0.0,0.0,3.00253670834e-08,7.03409185417e-07,1.12895808161e-07,0.0,3.9859043861e-05,0.0,6.22416953128e-05,1.46700597722e-06,2.51359119936e-05,8.72428373723e-05,0.0,0.0,0.0,2.28978207101e-08,3.44082641594e-07,0.000100550447076,2.04546725395e-06,0.0,0.0,5.80679130426e-07,0.000289370654863,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72399763876e-05,3.30430104765e-06,1.38626467623e-05,3.32730393401e-05,2.44425174503e-05,8.68409822828e-06,2.64786309196e-05,2.91351066977e-05,1.04450275435e-05,2.26416820613e-05,1.94752371898e-05,1.50731326323e-05,2.45027641247e-05,1.2005132444e-05,1.88918097618e-05,1.09066520531e-05,1.24461830949e-05,1.41598891071e-05,2.8658412653e-05,3.27775144427e-05,1.40563894548e-05,2.56326049207e-05,2.38503509995e-05,2.86267780036e-05,2.33265928708e-05,2.04446795834e-05,7.81194597501e-06,9.03441044243e-06,3.07204496066e-05,1.57441596635e-05,4.70563524191e-05,9.01055937239e-05,2.71527421422e-05,3.46907745456e-05,9.74259792489e-06,2.45210600326e-05,1.87844598285e-05,3.79703386344e-05,1.94720340483e-05,4.0764815856e-05,3.11302989753e-05,3.89502748972e-05,3.34883150646e-05,5.5819174145e-05,3.7352269143e-05,4.49778928991e-05,3.38356977473e-05,6.13760451419e-05,6.28557989588e-05,5.62143528706e-05,5.3662689221e-05,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1750690951e-05,5.06271233091e-05,3.02463642055e-05,7.26627032731e-05,5.1602684493e-05,5.54680196252e-05,0.000143567954359,3.67950105145e-05,7.193987933e-05,5.21682159291e-05
24,3.17715760098e-05,6.45363650137e-05,3.51342630454e-05,5.28905568173e-05,8.40632236472e-05,6.34630273018e-05,1.88836922544e-05,6.9858190177e-05,6.94585060306e-05,3.08785438471e-05,3.44773751599e-05,3.08374299367e-05,5.73150050518e-05,7.00715831124e-05,9.1093177187e-05,4.80863174645e-05,3.52797825463e-05,2.23273689051e-05,2.80727079951e-05,3.80764285411e-05,2.3839367579e-05,2.14286737508e-05,6.07961786074e-05,5.33073145339e-05,4.69426724648e-05,9.37131114993e-05,3.00365423512e-05,1.00921410418e-05,2.67973085803e-05,0.000347043630347,2.49868097605e-05,0.000118081923732,2.3227463538e-05,9.40089058573e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61482113803e-06,5.23316225123e-06,7.09747746349e-05,1.42134283584e-05,5.17388549328e-05,2.68921318568e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1.03148663811e-05,1.58736603848e-05,1.17750038729e-05,1.8201576142e-05,1.66344918551e-05,1.50254327748e-05,1.07118810104e-05,5.74701938941e-06,1.5008757598e-05,1.42777034192e-05,1.79298178836e-05,2.39787239416e-05,1.52926031097e-05,2.3024510809e-05,6.1555763136e-05,6.45041340743e-06,1.10136652666e-05,2.16089593038e-05,9.29922513e-06,0.000127852312365,1.4026499471e-05,1.78338777052e-05,3.03199561732e-05,1.07755326863e-05,1.13656070674e-05,2.89745271536e-05,1.33029070391e-05,9.88400872817e-06,7.67044314344e-05,2.99889126781e-05,2.86894030497e-05,1.72382653038e-05,2.67439996602e-05,2.95990783958e-05,1.49719306202e-05,2.26433707316e-05,7.42676494238e-05,2.44064807113e-05,2.615728357e-05,2.19396712695e-05,3.07849197455e-05,1.82121738138e-05,2.25545730261e-05,0.0,4.61482479941e-05,4.25552500406e-05,2.10114446712e-05,2.61168838507e-05,7.45400400178e-05,6.1759061173e-05,5.98628210402e-05,3.18168195005e-05,5.64676806022e-05,1.86704091483e-05,4.60294456326e-05,4.08402893359e-05,4.06021720115e-05,5.28019302969e-05,4.86427824123e-05,8.66377906592e-05,8.61405012975e-05,7.71751445687e-05,8.07512284202e-05,8.64977283849e-05
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62344569149e-05,2.19167336623e-05,0.00016007512077,4.21918384078e-05,2.30115637198e-05,5.66423943123e-05,7.04329743802e-05,3.65458627003e-05,6.9058636566e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24983570278e-06,4.4785325498e-05,1.90754802138e-05,2.63324101565e-05,3.95155912763e-05,2.29656091847e-05,2.12146911703e-05,2.40080328529e-05,0.0,0.0,3.38038735863e-07,2.33052057215e-05,1.83584025644e-05,1.41612682983e-07,1.63375419986e-05,0.0,4.13088881749e-05,4.43365629362e-05,3.65666391432e-05,1.28628677788e-07,7.06048364084e-06,7.97446230561e-06,2.26254579492e-05,2.52694018627e-05,4.14973677007e-05,6.41086489541e-05,4.86767338762e-05,4.04455253743e-05,0.000104892418805,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47217182294e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,2.65347078914e-05,2.11527871649e-05,1.86562029974e-05,1.78773414371e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,1.64915028836e-05,0.000474576128926,2.3189832501e-05,2.36938206144e-05,6.24573800316e-05,1.08276014996e-05,1.27024301196e-05,0.0,4.15597585542e-05,0.0,0.000145667550499,1.4219759042e-05,1.95463232082e-05,8.87091074122e-05,0.000243871682614,7.66425474798e-05,7.3224862125e-05,7.02785380703e-05,2.87946858832e-05,0.000231163040172,9.02595756812e-05,0.000342971098283,2.76776070345e-05,1.39030785976e-05,7.51207584489e-05,0.000230325701267,0.0,3.27075939534e-08,2.01494226978e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
